index,measurement_and_verification,retro-commissioning,ubem,retrofit_analysis,energy_audit,energy_benchmarking,om,hvac_optimization,district_energy_system,parametric_design,life_cycle_assessment,passive_design,demand_response,renewable_energy,demand_controlled_ventilation,model_predictive_control,fault_detection_and_diagnosis
material_properties,,,0.10812793672084807,0.16706106066703796,0.16480711102485654,,0.0904516726732254,,,0.10523488372564316,0.17429709434509275,0.27405017614364624,,0.08059319853782654,,,0.06455358117818832
glazing,,,,0.23796018958091736,0.06845386326313019,0.06933987140655518,0.09176942706108092,,,0.06678156554698944,0.12449730187654495,0.28806883096694946,0.11552633345127104,0.15715625882148745,,0.07200510799884796,0.06331110000610353
shading_devices,,0.0679517462849617,,0.1828845739364624,,,0.06531175225973129,,,0.1671317219734192,0.1635652482509613,0.4491393566131592,0.12233549356460573,0.18032854795455933,0.12624751031398773,0.12684538960456848,0.06529038399457933
building_orientation,,,0.12327023595571518,0.1824318766593933,0.06472447514533998,0.08981087058782578,0.09142448008060457,,,0.10209205001592636,0.11273786425590515,0.3955386877059937,0.0601162537932396,0.11459577828645705,,0.07161246240139008,
zone,,0.07550276815891266,0.13763421773910522,0.15000873804092407,0.09867703914642334,,0.08781670033931732,,,,,0.1572914719581604,0.07858864217996597,0.09568733721971512,0.1776019185781479,0.1882470399141312,0.1367470920085907
surface,,,,0.0979759395122528,0.07145072519779205,,0.18034535646438601,,,,0.06728509813547134,0.12017154693603516,,,,,0.05749538168311119
thermal_mass,,0.09611205756664276,0.1414572447538376,0.2175312787294388,,,,,,,0.18983528017997744,0.39966559410095215,0.2815984785556793,0.20088480412960047,0.11365435272455215,0.2717192769050598,0.05206729099154472
building_form,,0.054770663380622864,0.11980755627155305,0.2586288750171661,0.1229596808552742,0.14972226321697235,,0.07833702862262726,0.13297110795974731,0.19124853610992432,0.14033427834510806,0.32011210918426514,0.12092410773038866,0.09739132225513457,,0.07959980517625809,
passive_design_strategies,0.07001697272062303,0.07547096908092499,0.16085578501224518,0.16484031081199646,,0.05091021955013275,0.06073576956987381,0.10807231813669203,0.11228229850530624,0.14830255508422852,0.13725824654102325,0.5488894581794739,0.17044363915920258,0.2366921007633209,0.21761706471443176,0.09102238714694977,
natural_ventilation,0.06740456819534303,0.05186836421489716,0.10780223459005356,0.1935608685016632,0.058754269033670425,,,,0.053270600736141205,,0.17003710567951202,0.5385953187942505,0.1700642704963684,0.2471950054168701,0.2771415114402771,0.19338282942771912,0.11878995597362517
internal_heat_gains,,0.0646653026342392,0.11026836186647417,0.19110706448554995,0.18146809935569766,,0.12850892543792725,,0.05490714684128761,,0.08785227686166762,0.264576256275177,0.1327987164258957,0.14719867706298828,0.1525520533323288,0.20291851460933685,0.0671725794672966
lights,,,,0.2653796076774597,0.22619587182998654,,0.11607332527637483,,0.0505034364759922,0.10558658838272096,0.1503680944442749,0.3016312122344971,0.21283602714538571,0.2551431357860565,0.15783007442951202,0.10213740170001984,0.12272323668003082
equipment,0.0784718319773674,,,0.2137608528137207,0.2558785378932953,,0.12169133871793747,,,,0.14401829242706302,0.08577977120876312,0.39714407920837397,0.2691689133644104,0.08898288756608963,0.13797780871391296,0.2423193454742432
daylighting,,,0.07880303263664246,0.2052101343870163,0.1721845120191574,,0.08268946409225464,,,0.18000571429729462,0.22262215614318848,0.4312328994274139,0.1996597945690155,0.2352084517478943,0.19819112122058868,0.1148270219564438,0.12394517660140993
mass_flow_rate,,,,,,,0.060268964618444436,,,,,,,0.05120513215661049,,0.11532850563526155,0.09051380306482316
inlet_temperature,,,,,,,,,,,,,,,,,
outlet_temperature,,,,,0.06570231169462204,,,,,,,,,,,0.08068094402551651,
cooling_load,,0.060476168990135186,0.1379191279411316,0.18533891439437866,0.13226793706417084,0.09602884948253633,0.058506414294242866,,0.15860122442245486,,0.1036190390586853,0.3174218535423279,0.1866285502910614,0.21876825392246246,0.15884603559970856,0.1415923684835434,0.1963307410478592
heating_load,,0.08309275656938553,0.1379191279411316,0.2540314197540283,0.18966028094291687,0.13393816351890564,,,0.1219428926706314,0.10630717128515244,0.10024130344390868,0.26284879446029663,0.15059059858322146,0.2318311631679535,0.1914336234331131,0.10829126089811324,0.0585717223584652
chilled_water,,0.08419018983840942,,0.11671127378940582,0.1040751114487648,,,,0.1578279435634613,,,0.07002218067646028,0.12837228178977966,0.09501591324806212,0.09964844584465027,0.1671450138092041,0.15825501084327698
chiller,0.060744374990463264,0.1928265690803528,,0.203289657831192,0.15963056683540344,,0.06615012139081955,,0.0944574624300003,,,0.08675381541252136,0.19650062918663025,0.12135271728038788,0.1484481692314148,0.19190402328968048,0.30849489569664
cop,0.05769693478941916,,,0.13679325580596924,0.06889606267213821,,0.10143519937992096,,0.05180027335882187,,0.18470272421836853,0.10321620106697084,0.2022627890110016,0.19526053965091705,0.1451214849948883,0.2392970323562622,0.1596161425113678
hot_water,,0.065139040350914,,0.19597703218460086,0.1312522292137146,,,,0.0953102484345436,,0.06990872323513031,,0.18405936658382416,0.2625046968460083,,0.08502858132123947,0.1064009964466095
compressor_power,,,,,,,0.06137473881244659,,,,,,,,0.08122528344392776,0.10318196564912796,0.0721307247877121
condenser_fan_power,,,,,,,0.06083686277270318,,,,,,,,,,
condensing_temperature,,,,,0.05367407575249672,,,,,,,0.07171908766031265,0.056549273431301124,,0.08822838217020035,0.10364045202732086,
fan_power,0.10900821536779404,,,0.08647257834672928,0.09357675909996033,,,,0.07150387763977051,,,0.05819796770811081,0.054448269307613366,,0.1918693780899048,0.1267300397157669,0.09633050113916396
fan_speed,,,,0.06029444932937623,,,,,,,,,,,0.17793145775794986,0.2019786834716797,0.0922400951385498
set_point,,0.11724410206079484,,0.15088513493537906,0.1266876459121704,,0.09890394657850267,,0.06741117686033249,,,0.1503453254699707,0.21837373077869413,0.11611928045749664,0.2307925969362259,0.33267587423324585,0.2201170325279236
water_temperature,,,,0.0725274384021759,,,,,,,,,0.06855913996696472,0.06831385940313339,,0.14081621170043945,0.09974946081638336
variable_air_volume,0.18178865313529968,0.17152568697929382,0.0963725745677948,0.15334908664226532,,0.08595811575651169,,0.13429035246372226,0.14681744575500488,0.0562395453453064,0.05773437395691872,0.0904153808951378,0.14580509066581726,0.09577669948339462,0.4109165072441101,0.34557515382766724,0.3844483494758606
constant_air_volume,0.07561111450195312,0.07809992134571075,,0.08256953954696655,0.06003924459218979,0.056350506842136376,0.07884998619556427,,0.16134597361087802,0.06433894485235214,,,,,0.3878403306007385,0.1978885531425476,0.25125905871391296
static_pressure,,,,0.05272093415260315,0.05133026465773583,,,,,,,,,,0.2337501794099808,0.1760006844997406,0.08755696564912796
differential_pressure,0.10351717472076416,,,0.05563453584909439,0.08217129111289978,0.07063715159893036,,,,,,,,,0.10778644680976868,,0.09143077582120897
thermal_comfort,,,,0.19990311563014984,0.12512224912643433,,,,,,0.24542388319969174,0.3871899545192719,0.2680048942565918,0.2522135972976685,0.17764796316623688,0.3740987479686737,0.20060458779335025
damper,,0.07043056935071945,,0.1560635268688202,,,,,,0.07486674189567566,,,,,0.1965791881084442,0.12314383685588835,0.22267404198646545
air-to-air,0.14357563853263855,0.0841955915093422,0.0669199526309967,0.1648135483264923,0.0938461422920227,,0.06672663241624832,,0.10592354089021684,,0.07971091568470001,0.1759684532880783,0.13691818714141846,0.05800227820873261,0.2050239741802216,0.055046547204256065,0.1387465000152588
air-to-water,,0.09485822170972824,,0.1301726996898651,,,,,0.13346554338932035,,0.08255969732999803,0.0576208271086216,0.16013289988040924,0.13556888699531555,0.15464571118354795,0.16261453926563266,0.06911209970712663
heat_recovery,0.090973898768425,0.090894915163517,,0.2879332900047302,0.15059834718704224,,,,0.10671728849411012,0.10069983452558516,0.10709653794765472,0.2323914766311645,0.15326382219791412,0.23949120938777926,0.2641114592552185,0.09697932004928587,0.19002805650234225
load_profile,,,,0.17911502718925476,0.21473351120948792,0.1233782023191452,,,0.07393115758895874,,,0.056594021618366235,0.4076717495918274,0.1909346878528595,0.09766988456249236,0.1846033185720444,0.07314808666706085
time-of-use,,,,0.09578457474708556,0.07709142565727234,0.09061260521411896,0.05274233222007752,0.06813358515501022,,,0.08151479065418242,0.10798758268356323,0.44918328523635853,0.1805358380079269,0.09866007417440414,0.2429118901491165,
household_appliances,,,,0.07512295246124268,0.20182722806930545,,,,0.06634298712015152,,0.07896050810813904,0.1009308323264122,0.40204888582229614,0.16627314686775208,,0.11555886268615725,0.05333087593317032
energy_storage,0.05798749253153801,,,0.16664612293243408,,,0.07437948882579802,,,,0.18225526809692386,0.20767727494239807,0.4666875600814819,0.518371045589447,0.08867836743593216,0.2608114182949066,0.14976519346237185
smart_meters,,0.051002778112888336,,0.15906894207000732,0.20534677803516388,0.1282457709312439,,0.07280778884887695,,,0.13555939495563507,,0.4693394303321838,0.3064292669296265,0.07663796842098236,0.18027555942535398,0.15071703493595126
post-occupancy_evaluation,0.2518520057201385,0.2696702480316162,0.13839852809906006,0.21770916879177094,0.2700260281562805,0.1876618266105652,0.08799043297767639,0.058318227529525764,0.051154904067516334,0.06808138638734818,0.1958704888820648,0.14752957224845886,0.0694991946220398,,0.20571017265319824,0.08114556968212128,0.13411512970924375
coefficient_of_variation,0.2012283354997635,,0.061396773904562,0.050847817212343216,,0.06355634331703186,0.05308223888278008,,,,0.1291290521621704,0.0679875984787941,,0.0941595733165741,0.09843801707029344,0.1123378798365593,0.10618816316127776
calibrated_model,0.19963423907756805,0.24923403561115265,0.1657363623380661,0.3082895576953888,0.24917083978652954,0.11063840240240096,,,0.1083470731973648,0.1117192804813385,,0.08183322846889496,0.0554102435708046,,0.13879571855068207,0.15529318153858185,0.2967560291290283
electricity_pricing,0.10050825029611588,0.17093858122825625,0.17093424499034882,0.18229588866233826,0.35509565472602844,0.1838040053844452,0.10319434106349944,0.052998758852481835,0.1380911022424698,,0.10786162316799164,0.11461814492940905,0.3829122185707092,0.1765604168176651,0.13542917370796204,0.22534030675888064,0.09397726505994797
cost_analysis,0.07627999037504196,0.0703507587313652,,0.2894749045372009,0.3438859283924103,,0.10304582864046097,0.06110334023833275,0.1308477222919464,0.08818904310464859,0.3225547671318054,0.14921793341636658,0.16515520215034485,0.090586856007576,0.055430557578802116,0.11038526892662047,0.13816219568252566
control_algorithms,0.06573107838630676,0.17079651355743408,0.11110860109329224,0.09527476876974106,0.07844068109989166,0.1551402509212494,,,,0.14621523022651672,0.06946404278278351,0.1891836524009705,0.3585416674613953,0.1906389594078064,0.24877074360847476,0.42995837330818176,0.296937108039856
pmv,0.09795676171779633,,,0.051902428269386285,0.06337445229291916,,,,,,0.12626159191131592,0.20032700896263125,0.07412314414978027,0.05070256069302559,0.16707079112529755,0.3115729093551636,0.09993713349103928
ppd,0.06136524677276611,,,,,,,,,,0.11800386756658555,0.17342795431613922,,0.05643308162689209,0.13744862377643585,0.19288071990013125,0.060052938759326935
thermal_sensation,,,,,,,,,,,,0.09121492505073547,,,,0.10702303797006607,0.06394410133361816
operative_temperature,,,,,,,,,,,0.0871926099061966,0.18887078762054446,,,0.057451579719781876,0.1510194092988968,
mean_radiant_temperature,,,,,,,,,,,0.06294550001621246,0.14809638261795044,,,,0.1402224898338318,
clothing_insulation,,,,,0.10173382610082626,,,,,,0.05093608796596527,0.14139124751091006,,,,,
thermal_comfort_index,0.06136524677276611,,,,,,,,,,0.11800386756658555,0.17342795431613922,,,0.13744862377643585,0.14116549491882324,
ashrae_guideline_14,0.35071855783462524,0.2256888151168823,0.1422354131937027,0.14352335035800934,0.15994974970817566,0.11831588298082353,,,,0.05603805929422378,0.08697884529829025,,0.07088831067085266,0.09330117702484132,0.1446932554244995,0.10627612471580504,0.1833011656999588
calibrated_simulation,0.3072193264961243,0.23198939859867096,0.1563347578048706,0.16173839569091794,0.17091034352779388,0.17657539248466492,,,0.06589376926422119,,0.11978884786367415,,0.0636567696928978,,0.1083366721868515,0.07290878891944885,0.09148307889699936
occupant_behavior,0.12826962769031525,0.08257273584604262,0.3071753978729248,0.2855569124221802,0.18861307203769684,0.11224012076854706,0.06526979804039001,,,0.08447156846523285,0.24203768372535706,0.2731689214706421,0.22399921715259552,0.18394386768341064,0.15523475408554074,0.22043418884277344,0.22335034608840945
noise_level,,,,,,,,,,,,,,,0.07419092953205109,,0.06472581624984741
eui,0.13812653720378876,0.10850346833467484,0.06949951499700546,0.18395639955997467,0.2312980592250824,0.3030352294445038,0.07265014946460724,,0.0863315686583519,,0.2167241871356964,0.10975276678800584,,0.13158193230628967,0.08190551400184631,0.05326858162879944,0.08337726444005966
historical_data,,0.12597784399986267,0.05798599123954772,0.22217172384262085,0.16195622086524966,0.21297794580459595,0.057445809245109565,,,,0.07377800345420837,,0.13650178909301758,0.1268177032470703,,0.18357011675834656,0.3858429789543152
real-time,0.051142551004886634,0.05261094123125076,,0.1264694184064865,0.05433744192123413,0.051578037440776825,,,,,0.14446313679218292,,0.37981560826301575,0.18380330502986908,0.08213984966278076,0.35637253522872925,0.32586321234703064
meter_readings,0.11160492897033693,0.13184061646461487,0.0763704925775528,0.20315773785114288,0.18993332982063293,0.18008163571357727,0.0760403573513031,,,,0.11264784634113313,,0.3086413145065308,0.15722674131393433,0.10501264035701753,0.16269782185554504,0.17163321375846866
heating_degree_days,,,0.05021583288908005,0.1186181828379631,0.11557509750127792,0.17465975880622864,0.07079283893108368,,0.11399488151073454,,,0.14530327916145325,,0.05228450521826744,0.09593534469604492,0.07185535877943039,
cooling_degree_days,,,0.08786017447710037,0.0898146852850914,0.08793553709983826,0.12476394325494765,0.08914891630411148,,0.14613565802574158,0.058871176093816764,,0.1261390745639801,,0.05241503566503525,0.11757884919643402,,
performance_measurement_and_verification,0.5333297848701477,0.1581915020942688,0.12884621322155002,0.16594859957695007,0.1705404818058014,0.12070988863706587,0.05766830593347549,0.16200681030750275,,0.06230840459465981,0.13476665318012238,0.07665222883224487,0.09634993970394136,,0.08504398912191391,0.11164183914661407,0.09889126569032668
